Textbox2,Textbox256,Textbox3
State: Karnataka     District: All Districts     From Month: December     From Year: 2020     To Month: December     To Year: 2023,Note : All Length in Kms.,NQM* : National Quality Monitor     SQM# : State Quality Monitor

Textbox39,Textbox37,Textbox35,Textbox33,Textbox31,Textbox11,Textbox15,Textbox17,Textbox13,Textbox19,Textbox21,Textbox40,DISTRICT_NAME,BLOCK_NAME,SANCTION_YEAR,IMS_PACKAGE_ID,IMS_ROAD_NAME,IMS_PAV_LENGTH,NQM_INSP_COUNT,NQM_GRADE,SQM_INSP_COUNT1,SQM_GRADE,Textbox67,Textbox72,Textbox73,Textbox74
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,7,Bijapur,Basavanabagevadi,2020-2021,KN7106,MRL13-Masuti to Cheeraladinni,4.500,1,Satisfactory,3,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,7,Bijapur,Bijapur,2013-2014,KN0769,MRL2-Sangapur H to Arjunagi,8.000,0,--,1,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,7,Bijapur,Bijapur,2019-2020,KN797,T06-Tikota to Kanmuchnal via Harnal Tajpur(H),13.430,1,Satisfactory,6,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,7,Bijapur,Bijapur,2019-2020,KN798,MRL22-Kathijapur to Jumanal Road,5.400,0,--,3,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,7,Bijapur,Bijapur,2020-2021,KN0797,"T04- Minchanal Rly St to Aheri Via Nagthan, Dyaberi",9.870,1,Satisfactory,7,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,7,Bijapur,Bijapur,2020-2021,KN0798,T03-Honnalli to Approach Road to NH near Baratagi LT 2,8.100,1,Unsatisfactory,2,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,7,Bijapur,Bijapur,2020-2021,KN794,MRL06-Arakeri to Kannal LT,4.500,1,Satisfactory,3,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,7,Bijapur,Bijapur,2020-2021,KN795,MRL13-Kumathe to Nidoni Road,7.500,1,Satisfactory,7,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,7,Bijapur,Indi,2013-2014,KN0770,MRL1-Lachyan-Padanur JHC-Padanur LT to Padanur,9.000,0,--,1,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,7,Bijapur,Indi,2013-2014,KN0771,MRL2-Shirnal-Maragur to Taddewadi,7.800,0,--,2,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,7,Bijapur,Indi,2019-2020,KN0786,MRL10-Savalasang to Devarnimbaragi,12.220,1,Satisfactory,12,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,7,Bijapur,Indi,2019-2020,KN782,MRL01-Masali BK to Tambha,10.900,1,Satisfactory,8,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,7,Bijapur,Indi,2019-2020,KN783,T02-Hirebevanur to Padnur,9.080,1,Required Improvement,8,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,7,Bijapur,Indi,2019-2020,KN784,MRL07-Hirebevanur to Lalsangi,10.600,1,Satisfactory,6,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,7,Bijapur,Indi,2019-2020,KN785,MRL06-Lingadalli LT1 to Hanjagi,6.100,1,Satisfactory,10,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,7,Bijapur,Muddebihal,2009-2010,KN0756,(Chondi)  H.Hipparagi Narayanahatti road via Nalatawad upto taluk border - SH-41,4.700,0,--,1,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,7,Bijapur,Muddebihal,2009-2010,KN0757,(Sarur-Sarur-LT)  H.Hipparagi Narayanahatti road via Nalatawad upto taluk border - SH-41,6.000,0,--,1,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,7,Bijapur,Muddebihal,2013-2014,KN0772,MRL1-Garasangi MDR to join Lottageri SH-41,13.500,0,--,1,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,7,Bijapur,Muddebihal,2020-2021,KN07110/1,MRL11-Balaganur to Lingadalli,5.900,1,Required Improvement,3,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,7,Bijapur,Muddebihal,2020-2021,KN787,MRL16-Nalatwad to Bijjur,4.900,0,--,3,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,7,Bijapur,Muddebihal,2020-2021,KN788,MRL02-Balabatti to Hullur LT1,7.510,1,Satisfactory,6,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,7,Bijapur,Muddebihal,2020-2021,KN789,MRL09-Dgavalagi to Chondi,6.200,1,Satisfactory,6,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,7,Bijapur,Muddebihal,2020-2021,KN790,MRL17-Nalatwad to Arasanal,7.100,1,Satisfactory,6,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,7,Bijapur,Muddebihal,2020-2021,KN791,MRL03-Basarkod to Tapalkatti,4.500,1,Satisfactory,3,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,7,Bijapur,Muddebihal,2020-2021,KN792,MRL21-Ingalageri MDR-13 to Vanahalli MDR-10,5.400,1,Satisfactory,3,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,7,Bijapur,Sindagi,2013-2014,KN0773,MRL2-MDR-Kadani-Tavarkhed-NewTavarkhed-Tarapur to Old Tarapur,9.600,0,--,1,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,7,Bijapur,Sindagi,2013-2014,KN0774,MRL1-SH to Bommanajogi-Bommanajogi LT-Shantinagar-Ibrahimpur-Ibrahimpur LT,11.500,0,--,1,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,7,Bijapur,Sindagi,2019-2020,KN775,MRL01-Tontapur to Alamel,5.200,1,Required Improvement,6,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,7,Bijapur,Sindagi,2019-2020,KN776,MRL04-Kerutagi to Kalakeri,5.400,0,--,7,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,7,Bijapur,Sindagi,2019-2020,KN777,MRL02-Kalakeri to Kondaguli,12.370,0,--,11,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,7,Bijapur,Sindagi,2019-2020,KN778,MRL09-Hittanalli to Mulasavalagi,5.320,1,Satisfactory,7,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,7,Bijapur,Sindagi,2019-2020,KN779,MRL10-Devarnavadagi to Kumasagi,4.500,1,Satisfactory,6,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,7,Bijapur,Sindagi,2019-2020,KN780,MRL13-Korahalli to Ganihar,5.100,1,Satisfactory,5,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,7,Bijapur,Sindagi,2019-2020,KN781,MRL06-Hikkanagutti to Balaganur,5.900,1,Satisfactory,8,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,7,Bijapur,Sindagi,2020-2021,KN07110,MRL08-NH-218 to Hachyal cross via Sompur,7.100,1,Satisfactory,6,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,8,Chamarajanagar,CR Nagar,2008-2009,KN0817,Alahalli - T18,4.030,0,--,1,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,8,Chamarajanagar,CR Nagar,2013-2014,KN0848,"MRL2-Dollipura to Chandakavadi Via Siddainapura, Hurdahalli, Hebbasur",13.360,0,--,1,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,8,Chamarajanagar,CR Nagar,2019-2020,KN0861,MRL12-Road Junction near Megalahundi To Thammadahalli Via Halepura,9.500,3,Satisfactory,6,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,8,Chamarajanagar,CR Nagar,2019-2020,KN0862,MRL23-Nanjadevanapura to Kalanahundi via Govindavadi (Kalpura),6.000,1,Satisfactory,2,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,8,Chamarajanagar,CR Nagar,2019-2020,KN0868,"MRL04-Junction of Sappainapura and k. mukalli to NH at doddarayapete gate via bhogapura ,Kiragasur Kadahalli",7.650,1,Satisfactory,7,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,8,Chamarajanagar,CR Nagar,2019-2020,KN0869,MRL01-Santhemarahalli  ummathur MDR Road junction near Heggavadi to SH17 junction at Mariyaladahundi Bus stop,3.420,1,Satisfactory,3,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,8,Chamarajanagar,CR Nagar,2019-2020,KN0870,MRL19-MDR Junction Between Laxmipura and Badagalapura to uganehundi Via Sanegala,5.340,1,Satisfactory,6,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,8,Chamarajanagar,CR Nagar,2019-2020,KN0871,MRL21-Yanagumba to Mdr Between Yaraganahalli -Arakalavadi,4.600,1,Satisfactory,5,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,8,Chamarajanagar,Gundlupet,2013-2014,KN0849,"MRL1-Hasuguli to Beguru NH via Bettadamadahalli, Bogaiahanahundi, Kotekere, Kalanahundi",10.500,0,--,1,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,8,Chamarajanagar,Gundlupet,2013-2014,KN0850,"MRL2-Lakkur cross to Kabballi via Lakkur,shyandralli,hoordalli,kotegoudanahundi",11.370,1,Satisfactory,1,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,8,Chamarajanagar,Gundlupet,2019-2020,KN0855,MRL03-Kamarahalli to Halladamadalli,5.005,1,Satisfactory,3,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,8,Chamarajanagar,Gundlupet,2019-2020,KN0856,MRL01-Heggaddahalla To NH 212,5.780,1,Satisfactory,3,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,8,Chamarajanagar,Gundlupet,2019-2020,KN0859,MRL05-Shindanapura to Kodasoge (via Mollayanahundi),9.000,1,Satisfactory,6,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,8,Chamarajanagar,Gundlupet,2019-2020,KN0860,MRL08-SH TO NH,4.970,1,Satisfactory,3,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,8,Chamarajanagar,Gundlupet,2019-2020,KN0865,MRL19-BM Road to Mookahally,3.500,1,Unsatisfactory,3,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,8,Chamarajanagar,Gundlupet,2020-2021,KN0872,MRL21-Taluka Border To Seegewadi Cross Via Kabballi,5.200,1,Satisfactory,3,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,8,Chamarajanagar,Kollegala,2008-2009,KN0827,Rachappajinagara - T16,4.970,0,--,1,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,8,Chamarajanagar,Kollegala,2008-2009,KN0828,Hosaiyyyanavarahundi - T13,7.130,0,--,1,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,8,Chamarajanagar,Kollegala,2008-2009,KN0834,Halehanagalli - T13,4.730,0,--,1,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,8,Chamarajanagar,Kollegala,2009-2010,KN0845,Hondarabalu - T-10,3.920,0,--,1,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,8,Chamarajanagar,Kollegala,2019-2020,KN0857,"MRL06-MM Hills Main Road to Kothanoor main Road Via Ikkadalli, Mariyapura",9.200,2,Satisfactory,6,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,8,Chamarajanagar,Kollegala,2019-2020,KN0858,MRL05-Chikkamalapura to Lokkanahally Via Sirgodu,4.080,1,Satisfactory,3,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,8,Chamarajanagar,Kollegala,2019-2020,KN0864,"MRL03-Odeyarapalya to Hunasepalya via Kathekalpadu,Gundimala",9.100,2,Satisfactory,6,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,8,Chamarajanagar,Kollegala,2019-2020,KN0867,MRL08-Sathegala-Shivanasamudra main road to Shilubepura ,11.600,2,Satisfactory,5,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,8,Chamarajanagar,Yelandur,2008-2009,KN0837,Voddagere - T03,4.070,0,--,1,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,8,Chamarajanagar,Yelandur,2019-2020,KN0866,MRL05-K.Devarahalli to Dasanahundi,7.340,1,Satisfactory,5,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,9,Chickballapur,Bagepalli,2007-2008,KN1960,Nallappareddipalli - T-06,6.200,0,--,1,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,9,Chickballapur,Bagepalli,2009-2010,KN19112,Narayanapalli - T-01,4.580,0,--,1,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,9,Chickballapur,Bagepalli,2019-2020,KN3001,MRL02-Madakavaripalli to Billur                 ,10.171,1,Satisfactory,7,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,9,Chickballapur,Bagepalli,2019-2020,KN3002,T01-Pathapalya to Pollanayakanahalli Via Kamsanapalli peddanagurlu,15.272,1,Satisfactory,9,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,9,Chickballapur,Chickballapur,2013-2014,KN19136,"MRL1-Kasavaguttahalli to NH Peresandra via Bhovinahalli, Thummakunte, Hoovinahalli",8.280,0,--,1,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,9,Chickballapur,Chickballapur,2019-2020,KN3006,MRL10-NH-234 To Kandakkanahalli Via Yennur Kadirenahalli,5.782,1,Satisfactory,7,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,9,Chickballapur,Chickballapur,2019-2020,KN3015,MRL06-NH-234 To Bannikuppe Via Mannarapura Ajjavara,6.637,0,--,5,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,9,Chickballapur,Chickballapur,2019-2020,KN3016,"MRL08-Gundlagurki Cross To Dibbur Via Akkalathimmanahalli, Devastanahosahalli, Soppahalli, Puradagadde",9.552,0,--,6,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,9,Chickballapur,Chickballapur,2019-2020,KN3017,MRL04-NH-7 To Kethenahalli MDR Via Kalukunte Ittapanahalli And Mogalaguppe Gollahalli,6.876,1,Satisfactory,7,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,9,Chickballapur,Chinthamani,2013-2014,KN19137,MRL2-Rachapura to Mylandlahalli - T-05,8.580,0,--,2,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,9,Chickballapur,Chinthamani,2013-2014,KN19138,MRL1-Nagarajahosahalli to Iragampalli T-01,5.580,0,--,2,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,9,Chickballapur,Chinthamani,2019-2020,KN3009,MRL14-Kachihalli to Vishwanathapura via Chikkapura Anur,8.500,1,Satisfactory,10,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,9,Chickballapur,Chinthamani,2019-2020,KN3010,MRL06-MDR Near Borgamakalahalli To Mylapura Via Bommekallu,5.500,1,Satisfactory,6,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,9,Chickballapur,Chinthamani,2019-2020,KN3011,MRL13-Chinnasandra To BC Road Via Nayindrahalli Colony,14.540,1,Satisfactory,10,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,9,Chickballapur,Gowribidanur,2003-2004,KN1914,G N Road,1.110,0,--,1,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,9,Chickballapur,Gowribidanur,2005-2006,KN1922,Alkapura - Nagenahalli,8.200,0,--,1,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,9,Chickballapur,Gowribidanur,2006-2007,KN1935,CM Road - Chegatagere,4.200,0,--,1,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,9,Chickballapur,Gowribidanur,2008-2009,KN1966,Kurubarapalya - T-06,6.150,0,--,1,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,9,Chickballapur,Gowribidanur,2008-2009,KN1967,M.Dimmagattanahalli - T-13,3.750,0,--,1,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,9,Chickballapur,Gowribidanur,2008-2009,KN1968,Krishnarajapura - T02,8.250,0,--,1,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,9,Chickballapur,Gowribidanur,2008-2009,KN1970,Anagattanahalli - T-04,3.360,0,--,1,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,9,Chickballapur,Gowribidanur,2009-2010,KN19115,Nagathenahalli - T-12,2.010,0,--,1,Satisfactory,Total,"8,762.203",819,"4,707"
Sr.No.,District,Block,Sanction Year,Package No.,Road Name,Road Length,NQM* Inspection Count,NQM* Grading,SQM# Inspection Count,SQM# Grading,9,Chickballapur,Gowribidanur,2019-2020,KN3003,"MRL02-Alkapura gate To SH-94 Via Alkapura, Doddahanumenahalli, Bhumenahalli",4.207,0,--,3,Satisfactory,Total,"8,762.203",819,"4,707"
