index,DISTRICT_NAME,BLOCK_NAME,SANCTION_YEAR,IMS_PACKAGE_ID,IMS_ROAD_NAME,IMS_PAV_LENGTH,NQM_INSP_COUNT,NQM_GRADE,SQM_INSP_COUNT1,SQM_GRADE,DISCREPANCY,GRADE_DIFFER,INS_DIFFER,DISCREPANCY_LEVEL,DISCREPANCY_S
466,Begusarai,Begusarai,2019-2020,BR04P2R-04,MRL02-BHAGWANPUR TO NEEMA (ODR2),13.05,0,3,4,0,0,3,4,0.0,0.0
467,Begusarai,Bhagwanpur,2008-2009,BR-04R-038,JAGDISHPUR - BUCHAULI,1.871,0,3,2,1,0,2,2,0.0,0.0
468,Begusarai,Bhagwanpur,2013-2014,BR04R190,L027-L026 to Katharia (VR27),2.153,0,3,1,1,0,2,1,0.0,0.0
469,Begusarai,Bhagwanpur,2013-2014,BR04R191,L030-T02 to Raghunandanpur (VR30),1.356,0,3,1,1,0,2,1,0.0,0.0
470,Begusarai,Bhagwanpur,2016-2017,BR04R232,L039-T02 To Tajpur (VR39) ,0.517,0,3,1,0,0,3,1,0.0,0.0
471,Begusarai,Bhagwanpur,2019-2020,BR04P2R-05,MRL01-BHAGWANPUR TO HADICHAK,0.0,0,3,2,1,0,2,2,0.0,0.0
472,Begusarai,Bhagwanpur,2019-2020,BR04P2R-06,MRL01-BHAGWANPUR TO HADICHAK,5.59,0,3,2,1,0,2,2,0.0,0.0
473,Begusarai,Birpur,2008-2009,BR-04R-014,NEWALA BARAIPUR  - SARONJA ROAD,4.05,0,3,1,0,0,3,1,0.0,0.0
474,Begusarai,Birpur,2017-2018,BR04R243,L022-T01 To Baraipura (TRACK2) ,0.0,0,3,1,0,0,3,1,0.0,0.0
475,Begusarai,Cheriabariarpur ,2016-2017,BR04R229,L043-SAKARBASA SRIPUR ROAD TO BHITIARAHI (VR) ,1.222,0,3,1,1,0,2,1,0.0,0.0
476,Begusarai,Cheriabariarpur ,2016-2017,BR04R230,L045-SHAHPUR PWD ROAD TO BEECHTOLA (VR2) ,2.445,0,3,2,1,0,2,2,0.0,0.0
477,Begusarai,Cheriabariarpur ,2019-2020,BR04P2R-07,MRL01-Begusarai -Rosera To Aure East,4.6,0,3,2,1,0,2,2,0.0,0.0
478,Begusarai,Cheriabariarpur ,2019-2020,BR04P2R-08,MRL02-Skarbasa SripurTO KUMBHI (ODR22),6.81,0,3,2,1,0,2,2,0.0,0.0
479,Begusarai,Dandari,2012-2013,BR04R113,BAKHARI-BALLIA ROAD - SUGHRAN,5.415,0,3,1,1,0,2,1,0.0,0.0
480,Begusarai,Garhpura,2019-2020,BR04P2R-09,MRL01-RAJAUR POKHAR TO KUWARTOLI VIA KARIAWAN,3.485,0,3,2,1,0,2,2,0.0,0.0
481,Begusarai,Khodwantpur,2013-2014,BR4R205,L029 - T02 TO MOHAN PUR (VR8),1.315,0,3,2,0,0,3,2,0.0,0.0
482,Begusarai,Khodwantpur,2016-2017,BR04R234,L033-BARIARPUR MASURAJ ROAD TO PUBARI TOL (VR15) ,1.75,0,3,1,1,0,2,1,0.0,0.0
483,Begusarai,Khodwantpur,2019-2020,BR04P2R-10,MRL01-T02 TO DAULAT PUR KOTHI (VR9) Chowk Salauna to Jana,5.02,0,3,2,1,0,2,2,0.0,0.0
484,Begusarai,Mansurchak,2016-2017,BR04R236,L027-Agapur T01 to Navtol (VR27) ,1.72,0,3,2,1,0,2,2,0.0,0.0
485,Begusarai,Matihani,2000-2001,BR0403R,Gupta Bandh Rd to Sikma Barari Sihma Karari,3.0,0,3,2,0,0,3,2,0.0,0.0
486,Begusarai,Matihani,2012-2013,BR-04R-123,T01 - KASIMPUR,7.76,0,3,1,1,0,2,1,0.0,0.0
487,Begusarai,Matihani,2012-2013,BR-04R-125,T01 PWD ROAD - MANNIAPPA,3.01,0,3,2,1,0,2,2,0.0,0.0
488,Begusarai,Matihani,2012-2013,BR-04R-126,L026  - LAVERCHAK BHABHAN TOLA,5.06,0,3,1,1,0,2,1,0.0,0.0
489,Begusarai,Matihani,2012-2013,BR-04R-127,L033 - Nakti Singh Tola,2.13,0,3,1,1,0,2,1,0.0,0.0
490,Begusarai,Matihani,2012-2013,BR-04R-131,L021 - Lal Diyara,2.23,0,3,1,1,0,2,1,0.0,0.0
491,Begusarai,Matihani,2016-2017,BR04R227,L038-Jagatpura To Minapur Ramdiri-1 (TRACK18) ,1.223,0,3,1,1,0,2,1,0.0,0.0
492,Begusarai,Matihani,2016-2017,BR04R228,L040-Jagatpura To Purana Tola  Rachiyahi (TRACK20) ,1.674,0,3,1,1,0,2,1,0.0,0.0
493,Begusarai,Matihani,2017-2018,BR04R244,Ramdiri Ramnagar REO Rd to Mahaji Bhawanandpur,0.0,0,3,2,0,0,3,2,0.0,0.0
494,Begusarai,Nawkothi,2016-2017,BR04R237,L022-T02 TO KARAITAR (VR5) ,0.975,0,3,1,0,0,3,1,0.0,0.0
495,Begusarai,Sahebpur Kamal,2012-2013,BR04R137,PWD ROAD  - AHO BISANPUR,2.27,0,3,1,0,0,3,1,0.0,0.0
496,Begusarai,Sahebpur Kamal,2013-2014,BR04R218,L040-PWD PATH TO HIRA TOL (VR23),0.569,0,3,1,0,0,3,1,0.0,0.0
497,Begusarai,Sahebpur Kamal,2013-2014,BR04R220,L039-L032 TO BAJRANG CHOWK (VR22),1.339,0,3,1,0,0,3,1,0.0,0.0
498,Begusarai,Sahebpur Kamal,2016-2017,BR04R238,L037-T02 TO SANDALPUR (VR20) ,1.75,0,3,1,0,0,3,1,0.0,0.0
499,Begusarai,Sahebpur Kamal,2019-2020,BR04P2R-11,MRL01-L021 TO RAHUA BABHAN TOLA,5.88,0,3,3,1,0,2,3,0.0,0.0
501,Begusarai,Sahebpur Kamal,2020-2021,BR04P3R05,"MRL13-NH 31 TO RCD  road NEAR MEHMOOD GANJ VIAMATURE , SANHA",5.45,0,3,2,1,0,2,2,0.0,0.0
503,Begusarai,Sahebpur Kamal,2022-2023,BR04P3R15,MRL14-JANIPUR NH 31 TO MAHIPA VIA DUMRIA VILLAGE,0.0,0,3,3,1,0,2,3,0.0,0.0
504,Begusarai,Sahebpur Kamal,2022-2023,BR04P3R16,MRL14-JANIPUR NH 31 TO MAHIPA VIA DUMRIA VILLAGE,0.0,0,3,3,0,0,3,3,0.0,0.0
505,Begusarai,Shamho Akha Kurha,2012-2013,BR04R142,T01 - JAGAN SAIDPUR,1.67,1,0,0,3,0,3,1,0.0,0.0
506,Begusarai,Shamho Akha Kurha,2020-2021,BR04P3R07,MRL15-T01 GAS GODAM TO KURHA ,5.25,0,3,2,1,0,2,2,0.0,0.0
508,Bhagalpur,Gauradih,2013-2014,BR06R228,PIPRA KALISTHAN - RAJPUR,0.0,0,3,1,1,0,2,1,0.0,0.0
509,Bhagalpur,Gauradih,2016-2017,BR06R347,L050-RCD Road No 12 To Tarcha (VR50) ,0.0,0,3,1,1,0,2,1,0.0,0.0
510,Bhagalpur,Gauradih,2016-2017,BR06R348,L055-PWD Road No 12 to Lakarwala Bageecha (VR55) ,0.0,0,3,1,1,0,2,1,0.0,0.0
511,Bhagalpur,Gauradih,2016-2017,BR06R349,L051-Nadiyama Fari to Jogiyagram (VR51) ,0.0,0,3,1,1,0,2,1,0.0,0.0
512,Bhagalpur,Gauradih,2016-2017,BR06R350,L042-Srirampur to Ustu (VR42) ,0.0,0,3,1,1,0,2,1,0.0,0.0
513,Bhagalpur,Gauradih,2016-2017,BR06R351,L048-Dandabazar to Sarath (VR48) ,0.0,0,3,1,1,0,2,1,0.0,0.0
514,Bhagalpur,Gauradih,2016-2017,BR06R352,L042-Srirampur to Ustu (VR42) ,0.0,0,3,1,1,0,2,1,0.0,0.0
515,Bhagalpur,Gauradih,2019-2020,BR06P2R-01,MRL02-Mirjanhat To Nadiama,10.54,0,3,5,1,0,2,5,0.0,0.0
516,Bhagalpur,Ismilepur,2013-2014,BR-06R-185,"L025-T01 Rambrichh Basa, Chhattu Singh Tola To Kamala Kund via Ismile Block (VR5)",3.516,0,3,2,1,0,2,2,0.0,0.0
518,Bhagalpur,Ismilepur,2016-2017,BR06R329,L028-MMGSY Chhatu Singh Tola To Idmadpur (VR9),0.0,0,3,2,1,0,2,2,0.0,0.0
519,Bhagalpur,Ismilepur,2016-2017,BR06R330,L028-MMGSY Chhatu Singh Tola To Idmadpur (VR9),0.0,0,3,1,1,0,2,1,0.0,0.0
520,Bhagalpur,Ismilepur,2017-2018,BR06R368,L021-Basgarha Parbatta To Joth Govind (VR3) ,0.0,0,3,2,1,0,2,2,0.0,0.0
521,Bhagalpur,Ismilepur,2017-2018,BR06R369,L021-Basgarha Parbatta To Joth Govind (VR3) ,0.0,0,3,1,1,0,2,1,0.0,0.0
522,Bhagalpur,Jagdishpur,2013-2014,BR6L232,TARDIHA - BHAROKHAR,0.0,0,3,1,0,0,3,1,0.0,0.0
524,Bhagalpur,Kahalgaon,2008-2009,BR-06R-012,ABDUL NAGAR RAMJANIPUR - PARSHURAMACHAK,5.164,0,3,2,1,0,2,2,0.0,0.0
525,Bhagalpur,Kahalgaon,2016-2017,BR06R339,L030-REO Road to Sadanadpur (VR14) ,3.3,0,3,2,1,0,2,2,0.0,0.0
526,Bhagalpur,Kharik,2008-2009,BR-06R-095,NH-31 - Sinkund,8.891,0,3,2,1,0,2,2,0.0,0.0
527,Bhagalpur,Kharik,2013-2014,BR-06R-200,"L045-Chorhat Ghat, Kaluchak To Ratanpura (VR25)",0.936,0,3,1,1,0,2,1,0.0,0.0
528,Bhagalpur,Kharik,2013-2014,BR-06R-201,L040-kaluchak to Ishapur chorhar (VR18),1.33,0,3,2,0,0,3,2,0.0,0.0
529,Bhagalpur,Kharik,2013-2014,BR06R203,L036-RCD Road Chorhar Ghat to Kalluchak (VR11),3.093,0,3,2,1,0,2,2,0.0,0.0
530,Bhagalpur,Narayanpur,2008-2009,BR-06R-116,NAGARTOLA - BHAMANPUR BANDH,4.62,0,3,2,1,0,2,2,0.0,0.0
531,Bhagalpur,Narayanpur,2013-2014,BR06R254,L041-Chhoti Bishanpur to Yusufpur Chhoti Fulwariya (TRACK4),1.4,0,3,1,1,0,2,1,0.0,0.0
532,Bhagalpur,Narayanpur,2016-2017,BR06R321,L021 - PMGSY Road Shahabad to Athgama (TRACK3),0.0,0,3,1,0,0,3,1,0.0,0.0
533,Bhagalpur,Narayanpur,2016-2017,BR06R331,L021-PMGSY Road Shahabad to Athgama (TRACK3) ,10.0,0,3,1,1,0,2,1,0.0,0.0
535,Bhagalpur,Nathnagar,2008-2009,BR-06R-083,REO Road  - Sahpur Tamauni,7.317,0,3,1,0,0,3,1,0.0,0.0
536,Bhagalpur,Nathnagar,2020-2021,BR06R-371,L045-NH 80 to Puraini Sarai (VR45) ,0.0,0,3,2,0,0,3,2,0.0,0.0
538,Bhagalpur,Naugachhia,2013-2014,BR-06R-208,L036 - Khairpur Bazar To Loori Das Tola (VR14),8.034,0,3,1,1,0,2,1,0.0,0.0
539,Bhagalpur,Naugachhia,2016-2017,BR06R333,L059-NH 31 to Mahadat Gauri Tola (VR35) ,1.365,0,3,1,1,0,2,1,0.0,0.0
540,Bhagalpur,Naugachhia,2016-2017,BR06R334,L052-RCD Road no. 14 To Ganarchak Diara (VR43) ,1.5,2,2,0,3,0,1,2,0.0,0.0
541,Bhagalpur,Pirpaiti,2013-2014,BR06R270,L070-PMGSY Path to Baghawatola Bakharpur (VR45),3.1,0,3,1,0,0,3,1,0.0,0.0
542,Bhagalpur,Pirpaiti,2013-2014,BR06R282,L088-Bus stand Harijantola bara to Dhuniachak (VR64),1.85,0,3,2,1,0,2,2,0.0,0.0
543,Bhagalpur,Pirpaiti,2016-2017,BR06R341,L086-Pakriya Road to jogiya Talab (VR62) ,1.0,0,3,1,2,0,1,1,0.0,0.0
544,Bhagalpur,Pirpaiti,2016-2017,BR06R343,L034-Upper Bhalua to Jadu Bhalua (VR14) ,1.875,0,3,2,1,0,2,2,0.0,0.0
546,Bhagalpur,Pirpaiti,2016-2017,BR06R345,L065-Bilaiya to Sarkanda (VR38) ,1.32,0,3,1,0,0,3,1,0.0,0.0
547,Bhagalpur,Pirpaiti,2017-2018,BR06R363,Govindpur - Narayanpur,0.0,0,3,1,0,0,3,1,0.0,0.0
548,Bhagalpur,Pirpaiti,2017-2018,BR06R364,RAMNAGAR - KALIPRASAD,0.0,0,3,1,0,0,3,1,0.0,0.0
549,Bhagalpur,Pirpaiti,2017-2018,BR06R365,L025-L023  Dulduliya to Bakharpur Ogairah (VR7) ,0.0,0,3,1,1,0,2,1,0.0,0.0
550,Bhagalpur,Pirpaiti,2017-2018,BR06R366,Dulduliya - Bakharpur,0.0,0,3,1,0,0,3,1,0.0,0.0
551,Bhagalpur,Rengra Chowk,2016-2017,BR06R323,L023-RCD Road T02 To Tintanga Simaria Tola (VR6),0.0,0,3,1,1,0,2,1,0.0,0.0
552,Bhagalpur,Rengra Chowk,2016-2017,BR06R324,L023-RCD Road T02 To Tintanga Simaria Tola (VR6),0.0,0,3,1,0,0,3,1,0.0,0.0
553,Bhagalpur,Rengra Chowk,2016-2017,BR06R325,L023-RCD Road T02 To Tintanga Simaria Tola (VR6),0.0,0,3,1,1,0,2,1,0.0,0.0
555,Bhagalpur,Rengra Chowk,2016-2017,BR06R337,L041-NH 31 to Sadhua Chapar Village (VR24) ,1.497,0,3,1,1,0,2,1,0.0,0.0
556,Bhagalpur,Rengra Chowk,2019-2020,BR06P2R-02,MRL01-PWD Dumariya Path To Tintanga Bishari Sthan,4.93,0,3,1,1,0,2,1,0.0,0.0
557,Bhagalpur,Sabaur,2013-2014,BR06R291,L032-NH-80 to Rajandipur (VR16),2.465,0,3,2,1,0,2,2,0.0,0.0
558,Bhagalpur,Sanhaula,2013-2014,BR06R303,L034-Faridampur to Ankita (VR18),0.8,0,3,1,0,0,3,1,0.0,0.0
560,Bhagalpur,Shahkund,2016-2017,BR06R353,L025-NH 80 TO KISHANPUR (VR25) ,0.0,0,3,1,1,0,2,1,0.0,0.0
561,Bhagalpur,Shahkund,2016-2017,BR06R354,L027-KAMALPUR TO HAJIPUR (VR27) ,0.0,0,3,2,0,0,3,2,0.0,0.0
562,Bhagalpur,Shahkund,2016-2017,BR06R355,L028-RATANGANJ TO NARAYANPUR (VR28) ,0.0,0,3,1,1,0,2,1,0.0,0.0
563,Bhagalpur,Shahkund,2019-2020,BR06P2R-03,MRL02-KASBA KHERHI TO BELTHOO,6.7,0,3,2,1,0,2,2,0.0,0.0
565,Bhagalpur,Shahkund,2020-2021,BR06R-372,L052-PACHRUKHi to Rajanpur (VR52) ,0.0,0,3,2,0,0,3,2,0.0,0.0
567,Bhagalpur,Shahkund,2022-2023,BR06P3R03,"T02-DINDAYALPUR (CHANDANI CHAWK) TO KAJRELI VIA,SHIOSHANKARPUR,FATEHPUR,SAJOUR BAZAR",0.0,0,3,1,1,0,2,1,0.0,0.0
569,Bhagalpur,Sultanganj,2016-2017,BR06R356,L050-Asarganj RCD Road to Hatiok (VR50) ,0.0,0,3,1,1,0,2,1,0.0,0.0
570,Bhagalpur,Sultanganj,2016-2017,BR06R357,L025-NH 80 TO KISHANPUR (VR25) ,0.0,0,3,1,0,0,3,1,0.0,0.0
571,Bhagalpur,Sultanganj,2016-2017,BR06R358,L025-NH 80 TO KISHANPUR (VR25) ,0.0,0,3,1,1,0,2,1,0.0,0.0
572,Bhagalpur,Sultanganj,2016-2017,BR06R359,L043-Asarganj Karharia REO Road toPipra part -1 (VR43) ,0.0,0,3,1,1,0,2,1,0.0,0.0
573,Bhagalpur,Sultanganj,2016-2017,BR06R360,L025-NH 80 TO KISHANPUR (VR25) ,0.0,0,3,1,1,0,2,1,0.0,0.0
574,Bhagalpur,Sultanganj,2016-2017,BR06R361,L025-NH 80 TO KISHANPUR (VR25) ,0.0,0,3,1,1,0,2,1,0.0,0.0
575,Bhagalpur,Sultanganj,2016-2017,BR06R362,L025-NH 80 TO KISHANPUR (VR25) ,0.0,0,3,2,1,0,2,2,0.0,0.0
576,Bhojpur,Agion,2013-2014,BR07R189,L040-L045 to Sona Tola (VR69),1.75,0,3,1,0,0,3,1,0.0,0.0
577,Bhojpur,Agion,2016-2017,BR07R298,L049-T04 to Bisambharpur (VR49) ,1.5,0,3,1,1,0,2,1,0.0,0.0
578,Bhojpur,Agion,2016-2017,BR07R299,L033-To4 to Bhikhampur (VR71) ,1.8,0,3,1,1,0,2,1,0.0,0.0
579,Bhojpur,Agion,2022-2023,BR07P3R06,T02-NARAYANPUR TO KARBASIN,8.694,0,3,3,1,0,2,3,0.0,0.0
580,Bhojpur,Agion,2022-2023,BR07P3R07,MRL01-T03 NARAYANPUR TO DILIA,5.185,0,3,3,1,0,2,3,0.0,0.0
581,Bhojpur,Agion,2022-2023,BR07P3R08,MRL10-GARHANI AGIAON ROAD TO BANKAT,5.66,0,3,3,1,0,2,3,0.0,0.0
585,Bhojpur,Barhara,2016-2017,BR07R300,L056-L022 Road to Bhabhangaon (VR56) ,2.5,0,3,2,1,0,2,2,0.0,0.0
586,Bhojpur,Bihia,2016-2017,BR07R305,L025-NH- 84 T01 to Motirampur (VR25) ,1.25,0,3,1,1,0,2,1,0.0,0.0
588,Bhojpur,Charpokhari,2008-2009,BR-07R-003,Dekura - Barar,2.573,0,3,2,1,0,2,2,0.0,0.0
589,Bhojpur,Charpokhari,2016-2017,BR07R306,L034-T01  to Inglis Pur (L34) ,2.6,0,3,2,0,0,3,2,0.0,0.0
590,Bhojpur,Charpokhari,2016-2017,BR07R307,L023-T02  to Pitambarpur (L23) ,1.1,0,3,1,0,0,3,1,0.0,0.0
591,Bhojpur,Charpokhari,2016-2017,BR07R310,L047-L030 to Balihari (VR47) ,1.2,0,3,1,1,0,2,1,0.0,0.0
592,Bhojpur,Charpokhari,2017-2018,BR07R312,L025-Kuwardh T02 to Madhuri (L25) ,4.4,0,3,2,1,0,2,2,0.0,0.0
593,Bhojpur,Charpokhari,2017-2018,BR07R313,L032-Kiru Dehri  to Repura (L32) ,2.4,0,3,2,1,0,2,2,0.0,0.0
594,Bhojpur,Charpokhari,2017-2018,BR07R314,L022-T02  to Degidehar (L22) ,2.4,0,3,2,1,0,2,2,0.0,0.0
595,Bhojpur,Garhani,2019-2020,BR07P2R-01,T01-T06 to Baligaon ,17.2,0,3,2,1,0,2,2,0.0,0.0
596,Bhojpur,Garhani,2020-2021,BR07P3R02,MRL13-T06 TO HARPUR,7.38,0,3,3,1,0,2,3,0.0,0.0
597,Bhojpur,Garhani,2022-2023,BR07P3R13,T02-GARHANI TO HARIGAON VIA SAHANGI,8.5,0,3,3,1,0,2,3,0.0,0.0
598,Bhojpur,Jagdishpur,2007-2008,BR-0734,REO Road  - Hadiabad to Bhinari,3.0,0,3,2,1,0,2,2,0.0,0.0
599,Bhojpur,Jagdishpur,2017-2018,BR07R315,L041-L 048 to Utarbadi (VR41) ,1.1,0,3,1,0,0,3,1,0.0,0.0
600,Bhojpur,Jagdishpur,2020-2021,BR07P3R03,MRL01-T02 TENDUNI TO DIUL,8.13,0,3,3,1,0,2,3,0.0,0.0
601,Bhojpur,Jagdishpur,2020-2021,BR07P3R04,"MRL13-NH-30 DULAUR TO ATTAPUR VIA  DILIA, PARASIYA,",7.275,0,3,3,1,0,2,3,0.0,0.0
602,Bhojpur,Koilwar,2022-2023,BR07P3R12,T02-SH 81 SAKKADI TO JAMALPUR VIA KAZI CHAK,5.79,0,3,3,1,0,2,3,0.0,0.0
603,Bhojpur,Piro,2016-2017,BR07R308,L086-L046 to KHAIRAHI (VR86) ,2.0,0,3,2,1,0,2,2,0.0,0.0
604,Bhojpur,Piro,2017-2018,BR07R316,L053-T05 to LAHTHAN (L53) ,1.81,0,3,2,1,0,2,2,0.0,0.0
605,Bhojpur,Piro,2017-2018,BR07R317,L077-T04 to NARANPUR (VR77) ,2.3,0,3,1,2,0,1,1,0.0,0.0
606,Bhojpur,Piro,2017-2018,BR07R318,L074-L038 to UDENDIH UJENDIHRA (VR74) ,1.275,0,3,2,1,0,2,2,0.0,0.0
607,Bhojpur,Piro,2017-2018,BR07R319,L071-L036 to BIHARITOLA BIDESITOLA (VR71) ,0.7,0,3,1,1,0,2,1,0.0,0.0
608,Bhojpur,Piro,2020-2021,BR07R-320,L057 - T05 to ANGARA (L57),0.0,0,3,2,1,0,2,2,0.0,0.0
610,Bhojpur,Tarari,2016-2017,BR07R309,L023-PWD Road to Bihompur Bharpur (L23) ,3.85,0,3,1,0,0,3,1,0.0,0.0
611,Bhojpur,Tarari,2016-2017,BR07R311,L047-L046 to Hararua (L47) ,7.0,0,3,1,1,0,2,1,0.0,0.0
612,Bhojpur,Tarari,2019-2020,BR07P2R-02,MRL02-Kurmuri to Tarari,8.825,0,3,2,1,0,2,2,0.0,0.0
613,Bhojpur,Tarari,2022-2023,BR07P3R14,MRL17-Bagar To Nonidih (T01),5.4,0,3,3,1,0,2,3,0.0,0.0
614,Bhojpur,Udwantnagar,2012-2013,BR07R160,PWD PIANIYA - KHALISHA,3.078,0,3,1,1,0,2,1,0.0,0.0
615,Buxar,Buxar,2017-2018,BR08R226,L067-PARARI SONBARSA ROAD BALAPUR TO SERPUR (VR67) ,0.969,0,3,3,1,0,2,3,0.0,0.0
616,Buxar,Buxar,2019-2020,BR08P2R-01,MRL01-Mahdah to Panditpur Via Ganchi,7.817,0,3,3,1,0,2,3,0.0,0.0
617,Buxar,Chakki,2017-2018,BR08R244,L049-Chakki Bagen Path to Jawahi Panchayat (VR49) ,1.6,0,3,2,0,0,3,2,0.0,0.0
618,Buxar,Chausa,2016-2017,BR08R221,L084-CHAUSA STATION TO NAYAYPUR HARIJAN TOLA (VR84) ,1.2,0,3,1,0,0,3,1,0.0,0.0
619,Buxar,Chausa,2017-2018,BR08R245,L082-DEHRI PATH TO DEHRI HARIJAN TOLA (VR82) ,1.5,0,3,1,0,0,3,1,0.0,0.0
620,Buxar,Dumraon,2017-2018,BR08R228,L104-Nuoan Railway Crossing to Sowan Yadav Tola (VR104) ,1.3,0,3,3,1,0,2,3,0.0,0.0
621,Buxar,Dumraon,2017-2018,BR08R229,T01-Ara Buxar NH-84 to Thakur Dayal Dera (VR102) ,2.835,0,3,2,1,0,2,2,0.0,0.0
624,Buxar,Dumraon,2017-2018,BR08R246,L042-Koran Sarai Narayanpur to Bairia (LO42) ,1.85,0,3,3,1,0,2,3,0.0,0.0
625,Buxar,Itarhi,2017-2018,BR08R232,L031-CHAUSA DHANSOI ROAD MITANPURWA TO BHITIHARA VIA GADAIPUR (VR31) ,3.0,0,3,2,1,0,2,2,0.0,0.0
626,Buxar,Itarhi,2017-2018,BR08R233,L034-SARENJA NARAYANPUR ROAD TO MAHILA NONIYA TOLA POKHARA TAK (VR34) ,1.835,0,3,2,1,0,2,2,0.0,0.0
627,Buxar,Itarhi,2017-2018,BR08R234,L032-SAENJA NARAYANPUR ROAD TO BASUDHAR HARIJAN TOLI VIA BABUA DERA (VR32) ,4.75,0,3,2,1,0,2,2,0.0,0.0
628,Buxar,Itarhi,2017-2018,BR08R235,L093-CHAUSA DHANSOI ROAD TO KUSAHIN DERA (VR93) ,2.2,0,3,1,1,0,2,1,0.0,0.0
629,Buxar,Itarhi,2017-2018,BR08R236,L092-BUXAR DHANSOI BASAWAN KALA TO BAHUWARA VIA JAIPUR (VR92) ,2.75,0,3,1,1,0,2,1,0.0,0.0
630,Buxar,Itarhi,2017-2018,BR08R247,L035-SARENJA NARAYANPUR BASAON KALA ROAD TO BARKA GAON YADAV TOLA (VR35) ,0.9,0,3,1,1,0,2,1,0.0,0.0
631,Buxar,Itarhi,2017-2018,BR08R248,L054-BUXAR DHANSOI ROAD TO KARANJUWA (L54) ,1.5,0,3,1,1,0,2,1,0.0,0.0
632,Buxar,Nawanagar,2008-2009,BR-08R-050,SIKARAUL LOCK - GHUMSARI,5.159,0,3,1,0,0,3,1,0.0,0.0
633,Buxar,Nawanagar,2017-2018,BR08R237,L055-To3 Garahia (VR55) ,2.5,0,3,2,1,0,2,2,0.0,0.0
634,Buxar,Nawanagar,2017-2018,BR08R238,L064-TO5  to Dehri (VR64) ,1.1,0,3,2,1,0,2,2,0.0,0.0
635,Buxar,Nawanagar,2017-2018,BR08R249,L071-Selempur To Mukundpur (VR71) ,1.65,0,3,2,1,0,2,2,0.0,0.0
636,Buxar,Nawanagar,2018-2019,BR08R-253,L051-Sikraul Lock to Ghumsari (VR51) ,0.0,0,3,2,1,0,2,2,0.0,0.0
637,Buxar,Rajpur,2008-2009,BR-08R-059,RAMPUR MORE - NAGPUR,8.781,0,3,1,0,0,3,1,0.0,0.0
638,Buxar,Rajpur,2016-2017,BR08R223,L087-MAHAVEER STHAN JAMAULI TO UTARI (VR87) ,2.1,0,3,1,1,0,2,1,0.0,0.0
639,Buxar,Rajpur,2016-2017,BR08R224,L029-CHAUSA MAIN NAHAR MANIYA PUL  TO KHIRI LINE NAHAR TAK (VR29) ,3.0,0,3,1,0,0,3,1,0.0,0.0
641,Buxar,Rajpur,2017-2018,BR08R240,L077-L021 TO SAKHUWANA (VR77) ,3.75,0,3,2,1,0,2,2,0.0,0.0
643,Buxar,Simri,2017-2018,BR08R242,L063-T06 TO DADA BABA KE DERA (VR63) ,3.8,0,3,2,1,0,2,2,0.0,0.0
644,Buxar,Simri,2017-2018,BR08R243,L066-SIMRI RAJPUR MUKHAY PATH TO RAJIPAH (VR66) ,1.2,0,3,2,1,0,2,2,0.0,0.0
645,Buxar,Simri,2017-2018,BR08R251,L065-T02 TO LAHNA (VR65) ,2.523,0,3,3,0,0,3,3,0.0,0.0
648,Chapra(Saran),Amnaur,2008-2009,BR-09R-015,Amnour Talab REO Road - Narsingh Bhanpur,5.445,0,3,2,0,0,3,2,0.0,0.0
649,Chapra(Saran),Amnaur,2008-2009,BR-09R-037,Salkhua Panchyat Bhawan - Marhaura,6.248,0,3,2,1,0,2,2,0.0,0.0
650,Chapra(Saran),Amnaur,2013-2014,BR09R369,L060-Dhaur Chapra to Parmanand chapra (VR5),1.8,0,3,1,1,0,2,1,0.0,0.0
651,Chapra(Saran),Amnaur,2019-2020,BR09P2R-01,T06-Repura  to Korea,8.748,0,3,2,1,0,2,2,0.0,0.0
652,Chapra(Saran),Amnaur,2019-2020,BR09P2R-02,T01-Molanpur Dudha Kendra to Amarpur Paiga Bazar,3.302,0,3,3,1,0,2,3,0.0,0.0
653,Chapra(Saran),Amnaur,2019-2020,BR09P2R-03,L076-Arna Khothi to Pojhi,7.087,0,3,2,2,0,1,2,0.0,0.0
654,Chapra(Saran),Baniapur,2019-2020,BR09P2R-04,L081-Basahi-Bhakra Bhhitti    to   Dhangrha,3.298,0,3,3,1,0,2,3,0.0,0.0
655,Chapra(Saran),Baniapur,2019-2020,BR09P2R-05,L022-Bhaiyaram ki Dhouri To Gopipar panti,3.19,0,3,3,1,0,2,3,0.0,0.0
656,Chapra(Saran),Baniapur,2019-2020,BR09P2R-06,L065- Monopalli to Piparpati Via Dhauri Simiri,3.378,0,3,2,1,0,2,2,0.0,0.0
657,Chapra(Saran),Dariyapur,2017-2018,BR09R453,SONEPUR REWAGHAT ROAD - DARIHARA NISAK,0.0,0,3,2,0,0,3,2,0.0,0.0
658,Chapra(Saran),Dighwara,2016-2017,BR09R436,L041-NH 30 to Harijan Tola Basti Jalal Road (VR17) ,1.014,0,3,1,1,0,2,1,0.0,0.0
659,Chapra(Saran),Dighwara,2017-2018,BR09R458,L025-Kesarpur to Kuraia Road (VR7) ,4.205,0,3,1,1,0,2,1,0.0,0.0
660,Chapra(Saran),Ekma,2016-2017,BR09R437,L056-T02   to  Parasa Jarh (VR43) ,1.439,0,3,2,1,0,2,2,0.0,0.0
